year,make,model,trim,body,transmission,vin,state,condition,odometer,color,interior,seller,mmr,sellingprice,salemonth,saleyear
2013,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,jn1cv6ap1dm712628,ca,46,20246,gray,black,nissan infiniti lt,23200,24750,12,2014
2013,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,jn1cv6ap7dm300469,ca,41,19957,—,beige,nissan infiniti lt,23300,21750,12,2014
2013,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,jn1cv6apxdm712658,ca,37,17337,white,black,nissan infiniti lt,23600,20250,12,2014
2013,Hyundai,Sonata,GLS,Sedan,automatic,5npeb4ac5dh682009,ca,1,48510,white,tan,hertz/tra,11350,6500,12,2014
2013,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,jn1cv6ap8dm716627,ca,36,23104,blue,black,nissan infiniti lt,22900,22750,12,2014
2013,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,jn1cv6ap3dm713263,ca,46,5017,white,beige,nissan infiniti lt,25100,23500,12,2014
2013,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,jn1cv6ap5dm714785,ca,22,24054,gray,black,nissan infiniti lt,22900,18750,12,2014
2013,Hyundai,Sonata,GLS,Sedan,automatic,5npeb4ac5dh743407,ca,37,36194,silver,gray,avis rac/san leandro,12150,13200,12,2014
2013,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,jn1cv6ap9dm715258,ca,26,14264,white,tan,nissan infiniti lt,23900,20750,12,2014
2013,Hyundai,Sonata Hybrid,Limited,Sedan,automatic,kmhec4a41da089739,ca,47,8595,silver,gray,hyundai motor america/co car,19100,18500,12,2014
2013,Hyundai,Accent,GS,Hatchback,automatic,kmhct5ae4du128991,ca,46,9927,black,black,hyundai motor america/co car,10800,11300,12,2014
2013,Hyundai,Elantra,GLS,Sedan,automatic,5npdh4ae0dh335103,ca,35,37759,beige,beige,avis corporation,11400,11800,12,2014
2013,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,jn1cv6ap1dm300757,ca,43,17232,white,—,nissan infiniti lt,23600,24500,12,2014
2013,Infiniti,FX,FX37,SUV,automatic,jn8cs1mw7dm174050,ca,41,40087,gray,black,infiniti financial services,27700,27250,12,2014
2013,Hyundai,Elantra,GLS,Sedan,automatic,5npdh4ae4dh388614,ca,1,25960,gray,gray,enterprise vehicle exchange / tra / rental / tulsa,12100,8800,12,2014
2013,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,jn1cv6ap6dm711376,ca,35,25132,white,black,nissan infiniti lt,22600,23500,12,2014
2013,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,jn1cv6ap7dm711712,ca,43,14887,gray,black,nissan infiniti lt,23900,24500,12,2014
2013,Hyundai,Accent,GLS,Sedan,automatic,kmhct4ae3du421257,ca,36,41841,gray,beige,dtg operations inc,9425,9400,12,2014
2013,Hyundai,Azera,Base,Sedan,automatic,kmhfg4jgxda201053,ca,45,34566,silver,black,hyundai motor america/co car,20000,20300,12,2014
2013,Hyundai,Santa Fe,Sport 2.0T,SUV,automatic,5xyzwdla8dg094937,ca,5,10747,black,black,hyundai motor america/co car,19850,25800,12,2014
2013,Hyundai,Elantra,GLS,Sedan,automatic,5npdh4ae0dh320214,ca,1,42798,gray,gray,fox rent a car tra,11100,7600,12,2014
2013,Hyundai,Sonata Hybrid,Base,Sedan,automatic,kmhec4a46da091339,ca,44,16684,white,tan,hyundai motor america/co car,14900,14800,12,2014
2013,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,jn1cv6ap3dm711108,ca,19,18420,gray,beige,nissan infiniti lt,23700,18250,12,2014
2013,Hyundai,Elantra,GLS,Sedan,automatic,5npdh4ae2dh375957,ca,2,35824,gray,gray,enterprise vehicle exchange / tra / rental / tulsa,11500,8700,12,2014
2013,Infiniti,G Coupe,G37 Sport,G Coupe,automatic,jn1cv6ek2dm920760,ca,41,17090,black,black,nissan infiniti lt,25600,21500,12,2014
2013,Infiniti,G Coupe,G37 Sport,G Coupe,automatic,jn1cv6ek1dm921866,ca,26,12735,black,black,nissan infiniti lt,26300,22500,12,2014
2013,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,jn1cv6apxdm714507,ca,43,24031,blue,black,nissan infiniti lt,22800,20500,12,2014
2013,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,jn1cv6ap9dm711176,ca,37,29907,gray,black,nissan infiniti lt,21400,21000,1,2015
2013,Hyundai,Tucson,GLS,SUV,automatic,km8ju3ac4du587297,ca,42,19109,red,black,hyundai motor america/co car,16450,17500,12,2014
2013,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,jn1cv6ap0dm713933,ca,43,26396,gray,black,nissan infiniti lt,22500,23750,12,2014
2013,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,jn1cv6ap5dm715158,ca,21,23507,gray,black,nissan infiniti lt,23000,21000,12,2014
2013,Hyundai,Sonata,GLS,Sedan,automatic,5npeb4ac9dh760050,ca,38,34745,white,tan,avis corporation,12250,12700,12,2014
2013,Hyundai,Elantra,Limited,Sedan,automatic,kmhdh4ae2du972303,ca,48,10564,black,gray,hyundai motor america/co car,15350,16500,12,2014
2013,Hyundai,Azera,Base,Sedan,automatic,kmhfg4jg8da325905,ca,47,16132,black,black,hyundai motor america/co car,21200,21400,12,2014
2013,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,jn1cv6ap4dm302678,ca,47,16854,gray,gray,nissan infiniti lt,23600,25750,12,2014
2013,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,jn1cv6ap0dm712524,ca,44,19551,white,black,nissan infiniti lt,23300,25000,12,2014
2013,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,jn1cv6ap3dm301392,ca,44,14486,brown,black,nissan infiniti lt,23900,22000,12,2014
2013,Hyundai,Sonata Hybrid,Limited,Sedan,automatic,kmhec4a49da092260,ca,42,17831,white,beige,hyundai motor america/co car,17750,18200,12,2014
2013,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,jn1cv6ap5dm713782,ca,27,26792,gray,gray,nissan infiniti lt,22600,18000,12,2014
2013,Hyundai,Azera,Base,Sedan,automatic,kmhfh4jg7da330493,ca,43,19152,silver,beige,hyundai motor america/co car,21000,22200,12,2014
2013,Infiniti,G Coupe,G37 Sport,G Coupe,automatic,jn1cv6ek5dm920106,ca,44,19492,white,black,nissan infiniti lt,25300,26250,12,2014
2013,Hyundai,Sonata,GLS,Sedan,automatic,5npeb4ac1dh680502,ca,34,50160,blue,gray,avis rac/san leandro,11500,11900,12,2014
2013,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,jn1cv6apxdm714605,ca,45,19368,white,black,nissan infiniti lt,23300,23000,12,2014
2013,Hyundai,Genesis,5.0 R-Spec,Sedan,automatic,kmhgc4dh8du258211,ca,39,12154,white,black,hyundai motor america/co car,27900,27500,12,2014
2013,Hyundai,Equus,Ultimate,Sedan,automatic,kmhgh4jh3du064689,ca,43,11566,white,beige,hyundai buybacks,36800,25000,12,2014
2013,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,jn1cv6ap7dm713816,ca,47,25635,white,beige,nissan infiniti lt,22600,26500,12,2014
2013,Hyundai,Sonata,GLS,Sedan,automatic,5npeb4acxdh752037,ca,37,39062,blue,gray,avis corporation,12000,12200,12,2014
2013,Hyundai,Elantra,GLS,Sedan,automatic,5npdh4ae7dh327127,ca,2,29006,gray,gray,enterprise vehicle exchange / tra / rental / tulsa,11900,8700,12,2014
2013,Hyundai,Elantra,GLS,Sedan,automatic,kmhdh4ae7du946909,ca,48,8559,red,beige,hyundai buybacks,13150,10800,12,2014
2013,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,jn1cv6ap1dm712273,ca,39,26907,gray,black,nissan infiniti lt,22400,21750,12,2014
2013,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,jn1cv6ap5dm721977,ca,34,14765,gray,black,nissan infiniti lt,23900,23500,12,2014
2013,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,jn1cv6ap3dm710802,ca,43,18673,gray,gray,nissan infiniti lt,23400,22000,12,2014
2013,Hyundai,Elantra,GLS,Sedan,automatic,kmhdh4ae2du726688,ca,,37279,red,beige,enterprise vehicle exchange / tra / rental / tulsa,11400,4500,12,2014
2013,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,jn1cv6ap2dm712489,ca,37,20707,white,black,nissan infiniti lt,23200,23500,12,2014
2013,Hyundai,Veloster,Turbo,Hatchback,automatic,kmhtc6ae3du146243,ca,42,8467,black,black,hyundai motor america/co car,15050,16300,12,2014
2013,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,jn1cv6ap4dm715250,ca,44,16009,gray,black,nissan infiniti lt,23700,22750,12,2014
2013,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,jn1cv6ap0dm714516,ca,4,15260,silver,black,nissan infiniti lt,23800,24500,12,2014
2013,Hyundai,Sonata Hybrid,Base,Sedan,automatic,kmhec4a4xda091084,ca,44,9539,silver,gray,hyundai motor america/co car,15450,14900,12,2014
2013,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,jn1cv6apxdm300417,ca,36,20976,black,black,nissan infiniti lt,23100,21000,12,2014
2013,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,jn1cv6ap3dm714428,ca,46,22294,black,black,nissan infiniti lt,23000,24750,12,2014
2013,Hyundai,Sonata,GLS,Sedan,automatic,5npeb4ac3dh722331,ca,2,44135,gray,gray,fox rent a car tra,11650,8400,12,2014
2013,Infiniti,G Coupe,G37 Sport,G Coupe,automatic,jn1cv6ek7dm921385,ca,4,30556,gray,black,nissan infiniti lt,23900,23500,12,2014
2013,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,jn1cv6ap2dm714792,ca,41,29731,white,beige,nissan infiniti lt,22100,21000,12,2014
2013,Hyundai,Elantra,GLS,Sedan,automatic,5npdh4ae4dh385955,ca,1,36957,red,beige,enterprise vehicle exchange / tra / rental / tulsa,11400,9400,12,2014
2013,Infiniti,G Coupe,G37 Sport,G Coupe,automatic,jn1cv6ek3dm920766,ca,44,13321,white,gray,nissan infiniti lt,26100,26000,12,2014
2013,Hyundai,Azera,Base,Sedan,automatic,kmhfh4jg5da257916,ca,36,6552,black,black,hyundai motor america/co car,21800,21400,12,2014
2013,Hyundai,Sonata Hybrid,Limited,Sedan,automatic,kmhec4a4xda091246,ca,43,22143,red,beige,hyundai motor america/co car,17150,17100,12,2014
2013,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,jn1cv6ap1dm719644,ca,45,23420,gray,black,nissan infiniti lt,22800,22250,12,2014
2013,Hyundai,Accent,GLS,Sedan,automatic,kmhct4ae6du523099,ca,2,33078,white,beige,enterprise vehicle exchange / tra / rental / tulsa,9675,7800,12,2014
2013,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,jn1cv6apxdm710375,ca,32,28875,gray,black,nissan infiniti lt,22200,21000,12,2014
2013,Hyundai,Accent,SE,Hatchback,automatic,kmhcu5ae2du138898,ca,49,6747,gray,black,hyundai motor america/co car,11300,11900,12,2014
2013,Hyundai,Elantra,GLS,Sedan,automatic,5npdh4ae0dh344075,ca,44,38170,gray,beige,enterprise vehicle exchange/orange,11350,11600,12,2014
2013,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,jn1cv6apxdm712482,ca,44,23156,white,black,nissan infiniti lt,23100,23000,12,2014
2013,Hyundai,Sonata,GLS,Sedan,automatic,5npeb4ac8dh687043,ca,28,32387,silver,gray,skyhigh remarketing inc,12400,9750,12,2014
2013,Hyundai,Sonata,GLS,Sedan,automatic,5npeb4ac5dh745416,ca,42,40593,white,beige,enterprise veh exchange/rental,11900,12000,12,2014
2013,Infiniti,G Coupe,G37 Sport,G Coupe,automatic,jn1cv6ek9dm921386,ca,48,13661,gray,black,nissan infiniti lt,26100,26500,12,2014
2013,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,jn1cv6ap8dm301100,ca,45,21557,white,black,nissan infiniti lt,23100,25250,12,2014
2013,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,jn1cv6ap8dm712058,ca,38,20067,gray,black,nissan infiniti lt,23300,24000,12,2014
2013,Hyundai,Sonata,Limited,Sedan,automatic,5npec4ab6dh539798,ca,39,45991,gray,gray,hyundai motor america/co car,15750,17200,2,2015
2013,Infiniti,G Coupe,G37 Sport,G Coupe,automatic,jn1cv6ekxdm921560,ca,42,22354,gray,black,nissan infiniti lt,24900,25000,12,2014
2013,Hyundai,Genesis,3.8,Sedan,automatic,kmhgc4dd2du221961,ca,46,20952,silver,black,hyundai motor america/co car,18650,22200,12,2014
2013,Hyundai,Santa Fe,Sport 2.0T,SUV,automatic,5xyzu3laxdg105372,ca,46,15758,gray,black,hyundai motor america/co car,21600,21400,12,2014
2013,Hyundai,Sonata,GLS,Sedan,automatic,5npeb4ac0dh721038,ca,37,37154,black,gray,hyundai motor finance,12400,12100,1,2015
2013,Hyundai,Elantra,GLS,Sedan,automatic,kmhdh4ae4du797598,ca,24,35963,black,gray,hyundai motor finance,11500,11500,12,2014
2013,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,jn1cv6ap1dm714069,ca,44,28920,blue,gray,nissan infiniti lt,22200,23250,12,2014
2013,Hyundai,Genesis,3.8,Sedan,automatic,kmhgc4dd0du214801,ca,3,19893,white,beige,remarketing by ge/film vehicle services,18800,22500,12,2014
2013,Hyundai,Elantra,GLS,Sedan,automatic,5npdh4ae8dh375848,ca,38,38594,gray,gray,avis corporation,11350,11800,12,2014
2013,Hyundai,Elantra,GLS,Sedan,automatic,5npdh4ae9dh243696,ca,44,19035,gray,gray,hyundai motor america/co car,12500,12600,12,2014
2013,Infiniti,G Coupe,G37 Sport,G Coupe,automatic,jn1cv6ek5dm900664,ca,44,16605,black,black,nissan infiniti lt,25700,25500,12,2014
2013,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,jn1cv6ap9dm713509,ca,38,28127,silver,black,nissan infiniti lt,22300,21500,12,2014
2013,Hyundai,Santa Fe,Sport 2.0T,SUV,automatic,5xyzwdla5dg083054,ca,45,14076,gray,black,hyundai motor america/co car,19800,25500,12,2014
2013,Hyundai,Elantra Coupe,GS,Elantra Coupe,automatic,kmhdh6ae8du017422,ca,1,999999,blue,gray,hyundai motor finance,8025,2500,1,2015
2013,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,jn1cv6apxdm717651,ca,44,17916,blue,black,nissan infiniti lt,23800,24750,12,2014
2013,Hyundai,Elantra,GLS,Sedan,automatic,5npdh4ae1dh345719,ca,46,42006,gray,beige,enterprise veh exchange/rental,11150,11300,12,2014
2013,Hyundai,Equus,Ultimate,Sedan,automatic,kmhgh4jh5du065956,ca,41,7755,black,black,hyundai motor america/co car,35500,36000,12,2014
2013,Hyundai,Elantra,GLS,Sedan,automatic,5npdh4ae7dh339679,ca,49,41481,silver,gray,avis rac/san leandro,11150,11500,12,2014
2013,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,jn1cv6ap6dm715699,ca,39,22828,black,black,nissan infiniti lt,22900,24500,12,2014
2013,Hyundai,Sonata Hybrid,Base,Sedan,,kmhec4a4xda096513,ca,48,1111,silver,gray,hyundai motor america/co car,15550,15800,12,2014
2013,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,jn1cv6apxdm714281,ca,42,19729,—,black,nissan infiniti lt,23300,24500,12,2014
2013,Hyundai,Accent,SE,Hatchback,automatic,kmhcu5ae3du079747,ca,46,27387,silver,black,hyundai motor america/co car,9950,11400,12,2014
2013,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,jn1cv6ap9dm716121,ca,39,23097,white,black,nissan infiniti lt,22900,21250,12,2014
2013,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,jn1cv6ap0dm714760,ca,45,9373,black,black,nissan infiniti lt,24900,26250,12,2014
2013,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,jn1cv6ap5dm720571,ca,49,15802,silver,black,nissan infiniti lt,23800,25000,12,2014
2013,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,jn1cv6ap7dm301475,ca,45,27333,black,black,nissan infiniti lt,22400,24500,12,2014
2013,Hyundai,Sonata Hybrid,Base,Sedan,automatic,kmhec4a46da093060,ca,49,8495,white,beige,hyundai motor america/co car,15500,16100,12,2014
2013,Hyundai,Sonata,GLS,Sedan,automatic,5npeb4acxdh740633,ca,43,22033,silver,gray,hyundai motor finance,13050,13700,12,2014
2013,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,jn1cv6ap1dm711625,ca,44,20263,black,black,nissan infiniti lt,23200,26000,12,2014
2013,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,jn1cv6ap1dm716758,ca,42,28694,black,black,nissan infiniti lt,22200,21500,12,2014
2013,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,jn1cv6ap0dm300670,ca,44,30464,gray,black,nissan infiniti lt,22000,24000,12,2014
2013,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,jn1cv6apxdm714264,ca,46,10610,white,gray,nissan infiniti lt,24400,23500,12,2014
2013,Hyundai,Elantra,GLS,Sedan,automatic,5npdh4ae3dh364790,ca,,25447,silver,gray,enterprise vehicle exchange / tra / rental / tulsa,12150,7500,12,2014
2013,Hyundai,Elantra,Limited,Sedan,automatic,5npdh4ae2dh264292,ca,31,13505,red,tan,hyundai motor america/co car,14550,13800,1,2015
2013,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,jn1cv6ap3dm719922,ca,44,19573,white,gray,nissan infiniti lt,23300,22000,12,2014
2013,Hyundai,Veloster,Base,Hatchback,automatic,kmhtc6ad7du089181,ca,48,27532,yellow,black,hyundai buybacks,13100,11300,12,2014
2013,Hyundai,Elantra,GLS,Sedan,automatic,5npdh4ae7dh345708,ca,2,33158,gray,beige,enterprise vehicle exchange / tra / rental / tulsa,11650,9400,12,2014
2013,Hyundai,Sonata,GLS,Sedan,automatic,5npeb4ac6dh743092,ca,44,36991,white,beige,avis rac/san leandro,12100,13400,12,2014
2013,Hyundai,Sonata,GLS,Sedan,automatic,5npeb4ac2dh745910,ca,2,35518,red,beige,enterprise vehicle exchange / tra / rental / tulsa,12200,10700,12,2014
2013,Hyundai,Santa Fe,Limited,SUV,automatic,km8sr4hf1du031590,ca,5,15160,blue,gray,hyundai buybacks,23100,22200,12,2014
2013,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,jn1cv6ap6dm712365,ca,37,20202,black,black,nissan infiniti lt,23200,21750,12,2014
2013,Hyundai,Genesis Coupe,3.8 Track,Genesis Coupe,automatic,kmhhu6kj0du110296,ca,48,12730,red,black,hyundai motor america/co car,21400,23000,12,2014
2013,Hyundai,Sonata Hybrid,Limited,Sedan,automatic,kmhec4a48da091908,ca,47,11798,black,gray,hyundai motor america/co car,18650,18400,12,2014
2013,Hyundai,Santa Fe,Sport,SUV,automatic,5xyztdlb2dg045704,ca,43,41783,green,beige,avis rac/san leandro,17600,17400,12,2014
2013,Hyundai,Genesis,5.0 R-Spec,Sedan,automatic,kmhgc4dh6du220492,ca,44,35995,silver,black,hyundai motor america/co car,25900,27200,12,2014
2013,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,jn1cv6ap5dm711210,ca,46,17541,white,gray,nissan infiniti lt,23600,24750,12,2014
2013,Hyundai,Sonata,GLS,Sedan,automatic,5npeb4ac7dh680813,ca,38,40322,silver,gray,avis corporation,11900,12300,12,2014
2013,Hyundai,Sonata,GLS,Sedan,automatic,5npeb4ac7dh636875,ca,38,47516,black,beige,hyundai motor finance,11850,11700,1,2015
2013,Hyundai,Accent,GS,Hatchback,manual,kmhct5ae8du091850,ca,47,15813,green,black,jpmorgan chase bank n.a.,10500,9500,12,2014
2013,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,jn1cv6ap0dm711549,ca,42,23470,black,black,nissan infiniti lt,22800,24500,12,2014
2013,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,jn1cv6ap3dm710234,ca,43,29782,gray,black,nissan infiniti lt,22100,21500,12,2014
2013,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,jn1cv6ap3dm710394,ca,39,10993,blue,black,nissan infiniti lt,24400,24250,12,2014
2013,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,jn1cv6ap7dm710365,ca,45,18921,gray,black,nissan infiniti lt,23400,21750,12,2014
2013,Hyundai,Tucson,Limited,SUV,automatic,km8ju3ac6du590752,ca,44,32413,white,beige,hyundai motor america/co car,16150,17500,12,2014
2013,Hyundai,Sonata Hybrid,Limited,Sedan,automatic,kmhec4a46da099621,ca,5,20,silver,gray,hyundai motor america/co car,20300,19900,12,2014
2013,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,jn1cv6ap0dm712653,ca,44,32437,white,black,nissan infiniti lt,22000,20500,12,2014
2013,Hyundai,Elantra,GLS,Sedan,automatic,5npdh4ae5dh363852,ca,35,38388,gray,gray,enterprise vehicle exchange/orange,11350,11700,12,2014
2013,Hyundai,Elantra,GLS,Sedan,automatic,kmhdh4aexdu731797,ca,4,21579,black,gray,hyundai motor finance,12350,12600,12,2014
2013,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,jn1cv6apxdm714880,ca,41,17672,black,black,nissan infiniti lt,23500,21500,12,2014
2013,Hyundai,Sonata Hybrid,Limited,Sedan,automatic,kmhec4a40da092843,ca,45,13162,black,gray,hyundai motor america/co car,18450,18600,12,2014
2013,Infiniti,G Coupe,G37 Sport,G Coupe,automatic,jn1cv6ek2dm922699,ca,41,13002,—,black,nissan infiniti lt,26100,26500,12,2014
2013,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,jn1cv6ap3dm713554,ca,37,16486,black,black,nissan infiniti lt,23700,24000,12,2014
2013,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,jn1cv6ap5dm713250,ca,43,11596,white,black,nissan infiniti lt,24300,26000,12,2014
2013,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,jn1cv6ap7dm716733,ca,42,16153,blue,black,nissan infiniti lt,23700,24000,12,2014
2013,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,jn1cv6ap4dm712607,ca,44,9785,blue,black,nissan infiniti lt,24500,23000,12,2014
2013,Hyundai,Elantra,Limited,Sedan,automatic,5npdh4ae7dh225536,ca,37,13871,white,black,hyundai motor america/co car,15100,15900,12,2014
2013,Infiniti,G Coupe,G37 Sport,G Coupe,automatic,jn1cv6ek5dm920784,ca,36,26843,gray,black,nissan infiniti lt,24400,24250,12,2014
2013,Infiniti,G Coupe,G37 Sport,G Coupe,automatic,jn1cv6ek5dm920672,ca,37,18548,gray,black,nissan infiniti lt,25400,25000,12,2014
2013,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,jn1cv6ap1dm711334,ca,42,25016,white,black,nissan infiniti lt,22700,24750,12,2014
2013,Hyundai,Genesis,3.8,Sedan,automatic,kmhgc4dd7du226203,ca,43,11041,black,beige,hyundai motor finance,19800,12500,12,2014
2013,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,jn1cv6ap4dm714969,ca,44,9535,black,black,nissan infiniti lt,24500,25000,12,2014
2013,Hyundai,Sonata,GLS,Sedan,automatic,5npeb4acxdh745962,ca,25,40045,white,beige,avis corporation,11900,12300,12,2014
2013,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,jn1cv6ap9dm714417,ca,45,23481,white,black,nissan infiniti lt,22800,25750,12,2014
2013,Hyundai,Sonata,GLS,Sedan,automatic,5npeb4ac3dh734477,ca,33,37499,blue,gray,avis corporation,12050,12400,12,2014
2013,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,jn1cv6ap8dm715803,ca,43,13273,gray,gray,nissan infiniti lt,24100,25750,12,2014
2013,Hyundai,Sonata,GLS,Sedan,automatic,5npeb4ac1dh733036,ca,3,37060,blue,gray,enterprise vehicle exchange / tra / rental / tulsa,12350,10100,12,2014
2013,Hyundai,Santa Fe,Sport 2.0T,SUV,automatic,5xyzu3la5dg079070,ca,5,66,silver,black,hyundai motor america/co car,23100,20800,12,2014
2013,Hyundai,Accent,GLS,Sedan,automatic,kmhct4ae4du422188,ca,2,35828,gold,beige,enterprise vehicle exchange / tra / rental / tulsa,9600,6700,12,2014
2013,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,jn1cv6ap2dm714338,ca,42,20408,gray,black,nissan infiniti lt,23500,24000,12,2014
